	label	#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
212	1	NEFL	TUBB3	9606.ENSP00000482169	9606.ENSP00000320295	0.0	0.0	0.0	0.0	0.114	0.125	0.0	0.487	0.567
213	1	NEFL	PRX	9606.ENSP00000482169	9606.ENSP00000326018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.633	0.633
214	1	NEFL	VSNL1	9606.ENSP00000482169	9606.ENSP00000384719	0.0	0.0	0.0	0.0	0.204	0.109	0.0	0.58	0.676
215	1	NEFL	STMN2	9606.ENSP00000482169	9606.ENSP00000429243	0.0	0.0	0.0	0.0	0.206	0.098	0.0	0.395	0.529
216	1	NELL1	SYT1	9606.ENSP00000298925	9606.ENSP00000261205	0.0	0.0	0.0	0.0	0.163	0.053	0.0	0.379	0.465
217	1	NELL1	ROBO3	9606.ENSP00000298925	9606.ENSP00000380903	0.0	0.0	0.0	0.0	0.0	0.919	0.0	0.125	0.926
218	1	ONECUT1	TTR	9606.ENSP00000302630	9606.ENSP00000237014	0.0	0.0	0.0	0.0	0.078	0.0	0.0	0.624	0.638
219	1	PAGR1	POLR2J	9606.ENSP00000326519	9606.ENSP00000292614	0.0	0.0	0.0	0.0	0.047	0.0	0.5	0.0	0.503
220	1	PARD6B	RASSF8	9606.ENSP00000360672	9606.ENSP00000384491	0.0	0.0	0.0	0.0	0.056	0.477	0.0	0.0	0.485
221	1	PDC	RBP3	9606.ENSP00000375855	9606.ENSP00000463151	0.0	0.0	0.0	0.0	0.154	0.0	0.0	0.547	0.601
222	1	PLK2	PRC1	9606.ENSP00000274289	9606.ENSP00000377793	0.0	0.0	0.0	0.0	0.403	0.0	0.0	0.267	0.544
223	1	PLK2	RAD21L1	9606.ENSP00000274289	9606.ENSP00000386414	0.0	0.0	0.0	0.0	0.198	0.514	0.0	0.193	0.658
224	1	PNOC	SST	9606.ENSP00000301908	9606.ENSP00000287641	0.0	0.0	0.0	0.0	0.092	0.0	0.5	0.5	0.753
225	1	PNOC	TAC1	9606.ENSP00000301908	9606.ENSP00000321106	0.0	0.0	0.0	0.0	0.091	0.0	0.0	0.74	0.754
226	1	POLR2J	POLR2J3	9606.ENSP00000292614	9606.ENSP00000483328	0.0	0.0	0.05	0.98	0.0	0.0	0.9	0.052	0.902
227	1	POLR2J	POLR2J2	9606.ENSP00000292614	9606.ENSP00000330898	0.0	0.0	0.05	0.98	0.055	0.192	0.9	0.052	0.918
228	1	POLR2J2	POLR2J3	9606.ENSP00000330898	9606.ENSP00000483328	0.0	0.0	0.048	0.984	0.0	0.0	0.9	0.0	0.9
229	1	RASSF8	TEAD3	9606.ENSP00000384491	9606.ENSP00000345772	0.0	0.0	0.0	0.0	0.059	0.165	0.0	0.346	0.441
230	1	RBL1	TFDP3	9606.ENSP00000362768	9606.ENSP00000385461	0.0	0.0	0.0	0.0	0.089	0.413	0.0	0.263	0.572
231	1	ROBO3	RPS4Y1	9606.ENSP00000380903	9606.ENSP00000250784	0.0	0.0	0.0	0.0	0.047	0.0	0.5	0.0	0.503
232	1	RPA3	TOP3B	9606.ENSP00000223129	9606.ENSP00000381773	0.0	0.0	0.0	0.0	0.0	0.0	0.65	0.16	0.693
233	1	RPA3	RPA4	9606.ENSP00000223129	9606.ENSP00000362131	0.0	0.0	0.0	0.0	0.323	0.737	0.9	0.996	0.999
234	1	RPA4	TOP3B	9606.ENSP00000362131	9606.ENSP00000381773	0.0	0.0	0.0	0.0	0.0	0.0	0.65	0.304	0.746
235	1	RPS4Y1	VCY1B	9606.ENSP00000250784	9606.ENSP00000250823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.54	0.54
236	1	RPS4Y1	VCY	9606.ENSP00000250784	9606.ENSP00000250825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.54	0.54
237	1	RPS4Y1	RSRC1	9606.ENSP00000250784	9606.ENSP00000481697	0.0	0.0	0.0	0.0	0.606	0.548	0.0	0.166	0.838
238	1	RPS4Y1	USP9Y	9606.ENSP00000250784	9606.ENSP00000342812	0.0	0.0	0.0	0.0	0.793	0.0	0.0	0.801	0.957
239	1	RSRC1	TSSC4	9606.ENSP00000481697	9606.ENSP00000331087	0.0	0.0	0.0	0.0	0.056	0.612	0.0	0.0	0.618
240	1	SELE	TTR	9606.ENSP00000331736	9606.ENSP00000237014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.483	0.483
241	1	SLFN12	ZNF471	9606.ENSP00000378063	9606.ENSP00000309161	0.0	0.0	0.0	0.0	0.043	0.0	0.0	0.457	0.458
242	1	SST	TTR	9606.ENSP00000287641	9606.ENSP00000237014	0.0	0.0	0.0	0.0	0.159	0.0	0.0	0.323	0.406
243	1	SST	TAC1	9606.ENSP00000287641	9606.ENSP00000321106	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.961	0.968
244	1	ST3GAL1	ST6GALNAC5	9606.ENSP00000428540	9606.ENSP00000417583	0.0	0.0	0.151	0.588	0.0	0.0	0.9	0.221	0.928
245	1	STMN2	SYT1	9606.ENSP00000429243	9606.ENSP00000261205	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.377	0.494
246	1	STMN2	TUBB3	9606.ENSP00000429243	9606.ENSP00000320295	0.0	0.0	0.0	0.0	0.077	0.128	0.0	0.403	0.477
247	1	STON1	SYT1	9606.ENSP00000384615	9606.ENSP00000261205	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.108	0.534
248	1	SYNGR3	SYT1	9606.ENSP00000248121	9606.ENSP00000261205	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.666	0.715
249	1	SYT1	VSNL1	9606.ENSP00000261205	9606.ENSP00000384719	0.0	0.0	0.0	0.0	0.235	0.0	0.0	0.295	0.438
250	1	TEAD3	WWTR1	9606.ENSP00000345772	9606.ENSP00000419465	0.0	0.0	0.0	0.0	0.083	0.88	0.9	0.583	0.994
251	1	USP9Y	VCY1B	9606.ENSP00000342812	9606.ENSP00000250823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.581	0.581
252	1	USP9Y	VCY	9606.ENSP00000342812	9606.ENSP00000250825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.581	0.581
